STT,Thông tin,Label,thong_tin_norm_vi,tokens_vi,thong_tin_final_vi
437,IUH ký kết MOU với doanh nghiệp thuộc tập đoàn OS Group (Nhật Bản),Hợp tác,iuh ký kết mou với doanh nghiệp thuộc tập đoàn os group nhật bản,"['iuh', 'ký_kết', 'mou', 'doanh_nghiệp', 'thuộc', 'tập_đoàn', 'os', 'group', 'nhật_bản']",iuh ký_kết mou doanh_nghiệp thuộc tập_đoàn os group nhật_bản
438,Đại học Công nghiệp TP. HCM và Đại học Công nghệ Tokyo ký kết hợp tác,Hợp tác,đại học công nghiệp tp hcm và đại học công nghệ tokyo ký kết hợp tác,"['đại_học', 'công_nghiệp', 'tp', 'hcm', 'đại_học', 'công_nghệ', 'tokyo', 'ký_kết', 'hợp_tác']",đại_học công_nghiệp tp hcm đại_học công_nghệ tokyo ký_kết hợp_tác
439,Ký hợp đồng cho sinh viên IUH xuất ngoại thực tập có hưởng lương tại xứ sở Phù Tang,Hợp tác,ký hợp đồng cho sinh viên iuh xuất ngoại thực tập có hưởng lương tại xứ sở phù tang,"['ký', 'hợp_đồng', 'sinh_viên', 'iuh', 'xuất_ngoại', 'thực_tập', 'hưởng', 'lương', 'xứ_sở', 'phù_tang']",ký hợp_đồng sinh_viên iuh xuất_ngoại thực_tập hưởng lương xứ_sở phù_tang
440,Sinh viên Khoa Cơ khí - IUH lên sóng Đài truyền hình Taiwan Plus,Hợp tác,sinh viên khoa cơ khí iuh lên sóng đài truyền hình taiwan plus,"['sinh_viên', 'khoa', 'cơ_khí', 'iuh', 'lên', 'sóng', 'đài_truyền_hình', 'taiwan', 'plus']",sinh_viên khoa cơ_khí iuh lên sóng đài_truyền_hình taiwan plus
441,Gần 300 sinh viên quốc tế hội tụ trong tuần lễ giao lưu văn hóa và khoa học tại Đại học Công nghiệp TP. HCM,Hợp tác,gần sinh viên quốc tế hội tụ trong tuần lễ giao lưu văn hóa và khoa học tại đại học công nghiệp tp hcm,"['gần', 'sinh_viên', 'quốc_tế', 'hội_tụ', 'tuần_lễ', 'giao_lưu', 'văn_hóa', 'khoa_học', 'đại_học', 'công_nghiệp', 'tp', 'hcm']",gần sinh_viên quốc_tế hội_tụ tuần_lễ giao_lưu văn_hóa khoa_học đại_học công_nghiệp tp hcm
442,Giảng viên khoa Ngoại Ngữ - IUH tham gia Đào tạo ngắn hạn tại xứ sở lá phong,Hợp tác,giảng viên khoa ngoại ngữ iuh tham gia đào tạo ngắn hạn tại xứ sở lá phong,"['giảng_viên', 'khoa', 'ngoại_ngữ', 'iuh', 'tham_gia', 'đào_tạo', 'ngắn_hạn', 'xứ_sở', 'lá', 'phong']",giảng_viên khoa ngoại_ngữ iuh tham_gia đào_tạo ngắn_hạn xứ_sở lá phong
443,Những ngày hè rực rỡ tại IUH của sinh viên Đại học Quốc gia Nghi Lan – Đài Loan (NIU),Hợp tác,những ngày hè rực rỡ tại iuh của sinh viên đại học quốc gia nghi lan đài loan niu,"['ngày', 'hè', 'rực_rỡ', 'iuh', 'sinh_viên', 'đại_học', 'quốc_gia', 'nghi_lan', 'đài', 'loan_niu']",ngày hè rực_rỡ iuh sinh_viên đại_học quốc_gia nghi_lan đài loan_niu
444,IUH tiếp đón và làm việc cùng WU – Hàn Quốc về sản phẩm nha khoa,Hợp tác,iuh tiếp đón và làm việc cùng wu hàn quốc về sản phẩm nha khoa,"['iuh', 'tiếp_đón', 'làm_việc', 'cùng', 'wu', 'hàn_quốc', 'sản_phẩm', 'nha_khoa']",iuh tiếp_đón làm_việc cùng wu hàn_quốc sản_phẩm nha_khoa
445,"Đại học Công nghiệp TP.HCM tham gia chương trình đào tạo trao đổi giảng viên, nhân viên tại Đại học Powiślański, Ba Lan",Hợp tác,đại học công nghiệp tp hcm tham gia chương trình đào tạo trao đổi giảng viên nhân viên tại đại học powi la ski ba lan,"['đại_học', 'công_nghiệp', 'tp', 'hcm', 'tham_gia', 'chương_trình', 'đào_tạo', 'trao_đổi', 'giảng_viên', 'nhân_viên', 'đại_học', 'powi_la', 'ski', 'ba', 'lan']",đại_học công_nghiệp tp hcm tham_gia chương_trình đào_tạo trao_đổi giảng_viên nhân_viên đại_học powi_la ski ba lan
446,Sinh viên IUH tại Nhật Bản: Hành trình của học hỏi và trải nghiệm,Hợp tác,sinh viên iuh tại nhật bản hành trình của học hỏi và trải nghiệm,"['sinh_viên', 'iuh', 'nhật_bản', 'hành_trình', 'học_hỏi', 'trải_nghiệm']",sinh_viên iuh nhật_bản hành_trình học_hỏi trải_nghiệm
447,Tuần lễ kỷ niệm 50 năm thiết lập quan hệ Ngoại giao Nhật Bản – Việt Nam tại IUH,Hợp tác,tuần lễ kỷ niệm năm thiết lập quan hệ ngoại giao nhật bản việt nam tại iuh,"['tuần_lễ', 'kỷ_niệm', 'năm', 'thiết_lập', 'quan_hệ', 'ngoại_giao', 'nhật_bản', 'việt_nam', 'iuh']",tuần_lễ kỷ_niệm năm thiết_lập quan_hệ ngoại_giao nhật_bản việt_nam iuh
448,Tà áo dài thướt tha trên giảng đường Trường Đại học Kasem Bundit – Thái Lan,Hợp tác,tà áo dài thướt tha trên giảng đường trường đại học kasem bundit thái lan,"['tà', 'áo_dài', 'thướt_tha', 'trên', 'giảng_đường', 'trường', 'đại_học', 'kasem', 'bundit_thái_lan']",tà áo_dài thướt_tha trên giảng_đường trường đại_học kasem bundit_thái_lan
449,Sinh viên Khoa Công nghệ Điện tham gia trao đổi học tập tại Đài Loan,Hợp tác,sinh viên khoa công nghệ điện tham gia trao đổi học tập tại đài loan,"['sinh_viên', 'khoa', 'công_nghệ', 'điện', 'tham_gia', 'trao_đổi', 'học_tập', 'đài', 'loan']",sinh_viên khoa công_nghệ điện tham_gia trao_đổi học_tập đài loan
450,Sinh viên IUH tích cực tham gia các chương trình trao đổi đào tạo tại Thái Lan,Hợp tác,sinh viên iuh tích cực tham gia các chương trình trao đổi đào tạo tại thái lan,"['sinh_viên', 'iuh', 'tích_cực', 'tham_gia', 'chương_trình', 'trao_đổi', 'đào_tạo', 'thái_lan']",sinh_viên iuh tích_cực tham_gia chương_trình trao_đổi đào_tạo thái_lan
451,Tuần lễ giao lưu văn hóa và khoa học quốc tế tại Trường Đại học Công Nghiệp Thành phố Hồ Chí Minh,Hợp tác,tuần lễ giao lưu văn hóa và khoa học quốc tế tại trường đại học công nghiệp thành phố hồ chí minh,"['tuần_lễ', 'giao_lưu', 'văn_hóa', 'khoa_học', 'quốc_tế', 'trường', 'đại_học', 'công_nghiệp', 'thành_phố', 'hồ', 'chí_minh']",tuần_lễ giao_lưu văn_hóa khoa_học quốc_tế trường đại_học công_nghiệp thành_phố hồ chí_minh
452,IUH đẩy mạnh hợp tác với các trường đại học hàng đầu Thái Lan,Hợp tác,iuh đẩy mạnh hợp tác với các trường đại học hàng đầu thái lan,"['iuh', 'đẩy_mạnh', 'hợp_tác', 'trường', 'đại_học', 'hàng_đầu', 'thái_lan']",iuh đẩy_mạnh hợp_tác trường đại_học hàng_đầu thái_lan
453,Trường Đại học Công nghiệp Thành phố Hồ Chí Minh làm việc với Hiệp hội Doanh nhân và Đầu tư Việt Nam – Hàn Quốc,Hợp tác,trường đại học công nghiệp thành phố hồ chí minh làm việc với hiệp hội doanh nhân và đầu tư việt nam hàn quốc,"['trường', 'đại_học', 'công_nghiệp', 'thành_phố', 'hồ', 'chí_minh', 'làm_việc', 'hiệp_hội', 'doanh_nhân_và', 'đầu_tư', 'việt_nam', 'hàn_quốc']",trường đại_học công_nghiệp thành_phố hồ chí_minh làm_việc hiệp_hội doanh_nhân_và đầu_tư việt_nam hàn_quốc
454,"Đẩy mạnh ký kết, hợp tác quốc tế tại IUH",Hợp tác,đẩy mạnh ký kết hợp tác quốc tế tại iuh,"['đẩy_mạnh', 'ký_kết', 'hợp_tác', 'quốc_tế', 'iuh']",đẩy_mạnh ký_kết hợp_tác quốc_tế iuh
455,IUH ký kết thỏa thuận ghi nhớ hợp tác với Viện Công nghệ Công nghiệp Hàn Quốc (KITECH),Hợp tác,iuh ký kết thỏa thuận ghi nhớ hợp tác với viện công nghệ công nghiệp hàn quốc kitech,"['iuh', 'ký_kết', 'thỏa', 'thuận_ghi_nhớ', 'hợp_tác', 'viện', 'công_nghệ', 'công_nghiệp', 'hàn_quốc', 'kitech']",iuh ký_kết thỏa thuận_ghi_nhớ hợp_tác viện công_nghệ công_nghiệp hàn_quốc kitech
456,"Đoàn công tác IUH đi tập huấn, làm việc tại Hàn Quốc",Hợp tác,đoàn công tác iuh đi tập huấn làm việc tại hàn quốc,"['đoàn', 'công_tác', 'iuh', 'đi', 'tập_huấn', 'làm_việc', 'hàn_quốc']",đoàn công_tác iuh đi tập_huấn làm_việc hàn_quốc
457,Hội thảo Quốc tế Đổi mới sáng tạo và Trí tuệ Nhân tạo: Kinh nghiệm của Ấn Độ và Việt Nam,Hợp tác,hội thảo quốc tế đổi mới sáng tạo và trí tuệ nhân tạo kinh nghiệm của ấn độ và việt nam,"['hội_thảo', 'quốc_tế', 'đổi_mới', 'sáng_tạo', 'trí_tuệ', 'nhân_tạo', 'kinh_nghiệm', 'ấn_độ', 'việt_nam']",hội_thảo quốc_tế đổi_mới sáng_tạo trí_tuệ nhân_tạo kinh_nghiệm ấn_độ việt_nam
458,Trường Đại học Công nghiệp Thành phố Hồ Chí Minh ký thỏa thuận hợp tác với trường Đại học Quốc gia Lào,Hợp tác,trường đại học công nghiệp thành phố hồ chí minh ký thỏa thuận hợp tác với trường đại học quốc gia lào,"['trường', 'đại_học', 'công_nghiệp', 'thành_phố', 'hồ', 'chí_minh', 'ký', 'thỏa_thuận', 'hợp_tác', 'trường', 'đại_học', 'quốc_gia', 'lào']",trường đại_học công_nghiệp thành_phố hồ chí_minh ký thỏa_thuận hợp_tác trường đại_học quốc_gia lào
459,Đoàn công tác IUH làm việc và ký kết hợp tác tại Canada,Hợp tác,đoàn công tác iuh làm việc và ký kết hợp tác tại canada,"['đoàn', 'công_tác', 'iuh', 'làm_việc', 'ký_kết', 'hợp_tác', 'canada']",đoàn công_tác iuh làm_việc ký_kết hợp_tác canada
460,Đoàn công tác IUH đi tham quan học tập kinh nghiệm tại Nhật Bản,Hợp tác,đoàn công tác iuh đi tham quan học tập kinh nghiệm tại nhật bản,"['đoàn', 'công_tác', 'iuh', 'đi', 'tham_quan', 'học_tập', 'kinh_nghiệm', 'nhật_bản']",đoàn công_tác iuh đi tham_quan học_tập kinh_nghiệm nhật_bản
461,Đoàn cán bộ IUH thăm và làm việc tại Thái Lan,Hợp tác,đoàn cán bộ iuh thăm và làm việc tại thái lan,"['đoàn', 'cán_bộ', 'iuh', 'thăm', 'làm_việc', 'thái_lan']",đoàn cán_bộ iuh thăm làm_việc thái_lan
462,IUH ký kết thỏa thuận ghi nhớ hợp tác với Hiệp hội kế toán công chứng Úc,Hợp tác,iuh ký kết thỏa thuận ghi nhớ hợp tác với hiệp hội kế toán công chứng úc,"['iuh', 'ký_kết', 'thỏa', 'thuận_ghi_nhớ', 'hợp_tác', 'hiệp_hội', 'kế_toán', 'công_chứng', 'úc']",iuh ký_kết thỏa thuận_ghi_nhớ hợp_tác hiệp_hội kế_toán công_chứng úc
463,Diễn đàn Phương pháp giảng dạy dựa trên các vấn đề thực tiễn,Hợp tác,diễn đàn phương pháp giảng dạy dựa trên các vấn đề thực tiễn,"['diễn_đàn', 'phương_pháp', 'giảng_dạy', 'dựa', 'trên', 'vấn_đề', 'thực_tiễn']",diễn_đàn phương_pháp giảng_dạy dựa trên vấn_đề thực_tiễn
464,Trường Đại học Công Nghiệp TPHCM (IUH) đã triển khai buổi ký kết Thỏa thuận hợp tác với Trung tâm Hỗ trợ Thanh niên Khởi nghiệp - Business Startup Support Centre (BSSC),Hợp tác,trường đại học công nghiệp tphcm iuh đã triển khai buổi ký kết thỏa thuận hợp tác với trung tâm hỗ trợ thanh niên khởi nghiệp business startup support centre bssc,"['trường', 'đại_học', 'công_nghiệp', 'tphcm_iuh', 'triển_khai', 'buổi', 'ký_kết', 'thỏa_thuận', 'hợp_tác', 'trung_tâm', 'hỗ_trợ', 'thanh_niên', 'khởi_nghiệp', 'business', 'startup', 'support', 'centre', 'bssc']",trường đại_học công_nghiệp tphcm_iuh triển_khai buổi ký_kết thỏa_thuận hợp_tác trung_tâm hỗ_trợ thanh_niên khởi_nghiệp business startup support centre bssc
465,"IUH đón tiếp, làm việc với đoàn Tổ chức Khoa học và Chuyên gia Việt Nam toàn cầu (AVSE Global)",Hợp tác,iuh đón tiếp làm việc với đoàn tổ chức khoa học và chuyên gia việt nam toàn cầu avse global,"['iuh', 'đón_tiếp', 'làm_việc', 'đoàn', 'tổ_chức', 'khoa_học', 'chuyên_gia', 'việt_nam', 'toàn_cầu', 'avse', 'global']",iuh đón_tiếp làm_việc đoàn tổ_chức khoa_học chuyên_gia việt_nam toàn_cầu avse global
466,"IUH phối hợp triển khai dự án ""Nâng cao khả năng đáp ứng yêu cầu tuyển dụng của sinh viên trong thời kỳ chuyển đổi số""",Hợp tác,iuh phối hợp triển khai dự án nâng cao khả năng đáp ứng yêu cầu tuyển dụng của sinh viên trong thời kỳ chuyển đổi số,"['iuh', 'phối_hợp', 'triển_khai', 'dự_án', 'nâng', 'cao', 'khả_năng', 'đáp_ứng', 'yêu_cầu', 'tuyển_dụng', 'sinh_viên', 'thời_kỳ', 'chuyển_đổi', 'số']",iuh phối_hợp triển_khai dự_án nâng cao khả_năng đáp_ứng yêu_cầu tuyển_dụng sinh_viên thời_kỳ chuyển_đổi số
467,IUH làm việc với Tổ chức USAID,Hợp tác,iuh làm việc với tổ chức usaid,"['iuh', 'làm_việc', 'tổ_chức', 'usaid']",iuh làm_việc tổ_chức usaid
468,Trường Đại học Công Nghiệp Thành phố Hồ Chí Minh chào từ biệt Tổng Lãnh sự Cuba tại TP.HCM kết thúc nhiệm kỳ,Hợp tác,trường đại học công nghiệp thành phố hồ chí minh chào từ biệt tổng lãnh sự cuba tại tp hcm kết thúc nhiệm kỳ,"['trường', 'đại_học', 'công_nghiệp', 'thành_phố', 'hồ', 'chí_minh_chào', 'từ_biệt', 'tổng_lãnh_sự', 'cuba', 'tp', 'hcm', 'kết_thúc', 'nhiệm_kỳ']",trường đại_học công_nghiệp thành_phố hồ chí_minh_chào từ_biệt tổng_lãnh_sự cuba tp hcm kết_thúc nhiệm_kỳ
469,Gặp gỡ và trao đổi hợp tác với Tổng Lãnh sự Nhật Bản và Tổng Lãnh sự Campuchia tại Thành phố Hồ Chí Minh,Hợp tác,gặp gỡ và trao đổi hợp tác với tổng lãnh sự nhật bản và tổng lãnh sự campuchia tại thành phố hồ chí minh,"['gặp_gỡ', 'trao_đổi', 'hợp_tác', 'tổng', 'lãnh_sự', 'nhật_bản', 'tổng_lãnh_sự', 'campuchia', 'thành_phố', 'hồ', 'chí_minh']",gặp_gỡ trao_đổi hợp_tác tổng lãnh_sự nhật_bản tổng_lãnh_sự campuchia thành_phố hồ chí_minh
470,Tiếp và làm việc với Tổng Lãnh sự Ấn Độ tại Thành phố Hồ Chí Minh,Hợp tác,tiếp và làm việc với tổng lãnh sự ấn độ tại thành phố hồ chí minh,"['tiếp', 'làm_việc', 'tổng', 'lãnh_sự', 'ấn_độ', 'thành_phố', 'hồ', 'chí_minh']",tiếp làm_việc tổng lãnh_sự ấn_độ thành_phố hồ chí_minh
471,2019 International Camp: Nơi hội tụ của đam mê khoa học,Hợp tác,international camp nơi hội tụ của đam mê khoa học,"['international', 'camp', 'nơi', 'hội_tụ', 'đam_mê', 'khoa_học']",international camp nơi hội_tụ đam_mê khoa_học
472,Ký kết thỏa thuận hợp tác học thuật giữa IUH và ICAEW,Hợp tác,ký kết thỏa thuận hợp tác học thuật giữa iuh và icaew,"['ký_kết', 'thỏa_thuận', 'hợp_tác', 'học_thuật', 'giữa', 'iuh', 'icaew']",ký_kết thỏa_thuận hợp_tác học_thuật giữa iuh icaew
473,IUH tổ chức thành công các sự kiện học thuật và đào tạo với các nhà khoa học từ châu Âu,Hợp tác,iuh tổ chức thành công các sự kiện học thuật và đào tạo với các nhà khoa học từ châu âu,"['iuh', 'tổ_chức', 'thành_công', 'sự_kiện', 'học_thuật', 'đào_tạo', 'nhà_khoa_học', 'châu_âu']",iuh tổ_chức thành_công sự_kiện học_thuật đào_tạo nhà_khoa_học châu_âu
474,Sinh viên IUH học tập tại Hàn Quốc,Hợp tác,sinh viên iuh học tập tại hàn quốc,"['sinh_viên', 'iuh', 'học_tập', 'hàn_quốc']",sinh_viên iuh học_tập hàn_quốc
475,Sinh viên quốc tế đến học tập và nghiên cứu tại IUH,Hợp tác,sinh viên quốc tế đến học tập và nghiên cứu tại iuh,"['sinh_viên', 'quốc_tế', 'học_tập', 'nghiên_cứu', 'iuh']",sinh_viên quốc_tế học_tập nghiên_cứu iuh
476,Đoàn cán bộ quản lý IUH thăm và làm việc tại Lào,Hợp tác,đoàn cán bộ quản lý iuh thăm và làm việc tại lào,"['đoàn', 'cán_bộ', 'quản_lý', 'iuh', 'thăm', 'làm_việc', 'lào']",đoàn cán_bộ quản_lý iuh thăm làm_việc lào
477,Hội thảo “Môi trường và phát triển bền vững: Ưu tiên hợp tác giữa Việt Nam và Wallonie - Bruxelles”,Hợp tác,hội thảo môi trường và phát triển bền vững ưu tiên hợp tác giữa việt nam và wallonie bruxelles,"['hội_thảo', 'môi_trường', 'phát_triển', 'bền_vững', 'ưu_tiên', 'hợp_tác', 'giữa', 'việt_nam', 'wallonie', 'bruxelles']",hội_thảo môi_trường phát_triển bền_vững ưu_tiên hợp_tác giữa việt_nam wallonie bruxelles
