STT,Thông tin,Label,thong_tin_norm_vi,tokens_vi,thong_tin_final_vi,STT,information,Label,thong_tin_norm_en,tokens_en,thong_tin_final_en
349,Khoa Công nghệ Nhiệt lạnh kết hợp với công ty EBARA - Nhật Bản tổ chức “Hội thảo máy bơm và thiết bị lạnh”,Tin tức,khoa công nghệ nhiệt lạnh kết hợp với công ty ebara nhật bản tổ chức hội thảo máy bơm và thiết bị lạnh,"['khoa', 'công_nghệ', 'nhiệt_lạnh', 'kết_hợp', 'công_ty', 'ebara', 'nhật_bản', 'tổ_chức', 'hội_thảo', 'máy_bơm', 'thiết_bị', 'lạnh']",khoa công_nghệ nhiệt_lạnh kết_hợp công_ty ebara nhật_bản tổ_chức hội_thảo máy_bơm thiết_bị lạnh,349,IUH signed a memorandum of understanding with the Australian Association of Chartered Certified Accountants,Hợp tác,iuh signed a memorandum of understanding with the australian association of chartered certified accountants,"['iuh', 'sign', 'memorandum', 'understand', 'australian', 'association', 'charter', 'certified', 'accountant']",iuh sign memorandum understand australian association charter certified accountant
350,Thành lập Văn phòng đại diện Hội Nghiên cứu Biên tập Công trình Khoa học và Công nghệ Việt Nam tại Thành phố Hồ Chí Minh,Tin tức,thành lập văn phòng đại diện hội nghiên cứu biên tập công trình khoa học và công nghệ việt nam tại thành phố hồ chí minh,"['thành_lập', 'văn_phòng', 'đại_diện', 'hội', 'nghiên_cứu', 'biên_tập', 'công_trình', 'khoa_học', 'công_nghệ', 'việt_nam', 'thành_phố', 'hồ', 'chí_minh']",thành_lập văn_phòng đại_diện hội nghiên_cứu biên_tập công_trình khoa_học công_nghệ việt_nam thành_phố hồ chí_minh,350,IUH welcomed and worked with the delegation of the Vietnamese Scientific and Expert Organization Global (AVSE Global),Hợp tác,iuh welcomed and worked with the delegation of the vietnamese scientific and expert organization global avse global,"['iuh', 'welcome', 'worked', 'delegation', 'vietnamese', 'scientific', 'expert', 'organization', 'global', 'avse', 'global']",iuh welcome worked delegation vietnamese scientific expert organization global avse global
351,Công bố Quyết định bổ nhiệm chức danh Phó Giáo sư năm 2016,Tin tức,công bố quyết định bổ nhiệm chức danh phó giáo sư năm,"['công_bố', 'quyết_định', 'bổ_nhiệm', 'chức_danh', 'phó', 'giáo_sư', 'năm']",công_bố quyết_định bổ_nhiệm chức_danh phó giáo_sư năm,351,"IUH coordinates to implement the project ""Improving the ability to meet student recruitment requirements in the digital transformation period""",Hợp tác,iuh coordinates to implement the project improving the ability to meet student recruitment requirements in the digital transformation period,"['iuh', 'coordinate', 'implement', 'project', 'improve', 'ability', 'meet', 'student', 'recruitment', 'requirement', 'digital', 'transformation', 'period']",iuh coordinate implement project improve ability meet student recruitment requirement digital transformation period
352,Trường đại học Công nghiệp TP.HCM nhận Huân chương độc lập hạng Ba,Tin tức,trường đại học công nghiệp tp hcm nhận huân chương độc lập hạng ba,"['trường', 'đại_học', 'công_nghiệp', 'tp', 'hcm', 'nhận', 'huân_chương', 'độc_lập', 'hạng', 'ba']",trường đại_học công_nghiệp tp hcm nhận huân_chương độc_lập hạng ba,352,IUH works with USAID,Hợp tác,iuh works with usaid,"['iuh', 'work', 'usaid']",iuh work usaid
353,IUH: Trường đầu tiên tại phía Nam đạt tiêu chuẩn chất lượng giáo dục,Tin tức,iuh trường đầu tiên tại phía nam đạt tiêu chuẩn chất lượng giáo dục,"['iuh', 'trường', 'đầu_tiên', 'phía', 'nam', 'đạt', 'tiêu_chuẩn', 'chất_lượng', 'giáo_dục']",iuh trường đầu_tiên phía nam đạt tiêu_chuẩn chất_lượng giáo_dục,353,Ho Chi Minh City University of Industry bid farewell to the Consul General of Cuba in Ho Chi Minh City at the end of his term,Hợp tác,ho chi minh city university of industry bid farewell to the consul general of cuba in ho chi minh city at the end of his term,"['chi', 'minh', 'city', 'university', 'industry', 'bid', 'farewell', 'consul', 'general', 'cuba', 'chi', 'minh', 'city', 'end', 'term']",chi minh city university industry bid farewell consul general cuba chi minh city end term
354,Các nhà khoa học quốc tế bàn về Công nghệ cao và Phát triển bền vững,Tin tức,các nhà khoa học quốc tế bàn về công nghệ cao và phát triển bền vững,"['nhà_khoa_học', 'quốc_tế', 'bàn', 'công_nghệ_cao', 'phát_triển', 'bền_vững']",nhà_khoa_học quốc_tế bàn công_nghệ_cao phát_triển bền_vững,354,Meeting and exchanging cooperation with the Consul General of Japan and the Consulate General of Cambodia in Ho Chi Minh City,Hợp tác,meeting and exchanging cooperation with the consul general of japan and the consulate general of cambodia in ho chi minh city,"['meet', 'exchange', 'cooperation', 'consul', 'general', 'japan', 'consulate', 'general', 'cambodia', 'chi', 'minh', 'city']",meet exchange cooperation consul general japan consulate general cambodia chi minh city
355,Bổ nhiệm Phó hiệu trưởng Trường đại học Công nghiệp TP. Hồ Chí Minh,Tin tức,bổ nhiệm phó hiệu trưởng trường đại học công nghiệp tp hồ chí minh,"['bổ_nhiệm', 'phó', 'hiệu_trưởng', 'trường', 'đại_học', 'công_nghiệp', 'tp', 'hồ', 'chí_minh']",bổ_nhiệm phó hiệu_trưởng trường đại_học công_nghiệp tp hồ chí_minh,355,Receiving and working with the Consul General of India in Ho Chi Minh City,Hợp tác,receiving and working with the consul general of india in ho chi minh city,"['receive', 'work', 'consul', 'general', 'india', 'chi', 'minh', 'city']",receive work consul general india chi minh city
356,Thành tích sinh viên IUH tại Kỳ thi tay nghề Quốc gia 2016,Tin tức,thành tích sinh viên iuh tại kỳ thi tay nghề quốc gia,"['thành_tích', 'sinh_viên', 'iuh', 'kỳ', 'thi', 'tay_nghề', 'quốc_gia']",thành_tích sinh_viên iuh kỳ thi tay_nghề quốc_gia,356,2019 International Camp: The convergence of scientific passion,Hợp tác,international camp the convergence of scientific passion,"['international', 'camp', 'convergence', 'scientific', 'passion']",international camp convergence scientific passion
357,Hội thảo chia sẻ kinh nghiệm về xếp hạng trường đại học theo QS,Tin tức,hội thảo chia sẻ kinh nghiệm về xếp hạng trường đại học theo qs,"['hội_thảo', 'chia_sẻ', 'kinh_nghiệm', 'xếp_hạng', 'trường', 'đại_học', 'qs']",hội_thảo chia_sẻ kinh_nghiệm xếp_hạng trường đại_học qs,357,Signing of an academic cooperation agreement between IUH and ICAEW,Hợp tác,signing of an academic cooperation agreement between iuh and icaew,"['sign', 'academic', 'cooperation', 'agreement', 'iuh', 'icaew']",sign academic cooperation agreement iuh icaew
358,"Giảng viên và sinh viên IUH đạt giải thưởng dành cho giảng viên trẻ, sinh viên nghiên cứu khoa học năm 2018",Tin tức,giảng viên và sinh viên iuh đạt giải thưởng dành cho giảng viên trẻ sinh viên nghiên cứu khoa học năm,"['giảng_viên', 'sinh_viên', 'iuh', 'đạt', 'giải_thưởng', 'dành', 'giảng_viên', 'trẻ', 'sinh_viên', 'nghiên_cứu', 'khoa_học', 'năm']",giảng_viên sinh_viên iuh đạt giải_thưởng dành giảng_viên trẻ sinh_viên nghiên_cứu khoa_học năm,358,IUH successfully organizes academic and training events with scientists from Europe,Hợp tác,iuh successfully organizes academic and training events with scientists from europe,"['iuh', 'successfully', 'organize', 'academic', 'training', 'event', 'scientist', 'europe']",iuh successfully organize academic training event scientist europe
359,Đại học đầu tiên thuộc Bộ Công Thương đạt chuẩn kiểm định chất lượng khu vực AUN-QA,Tin tức,đại học đầu tiên thuộc bộ công thương đạt chuẩn kiểm định chất lượng khu vực aun qa,"['đại_học', 'đầu_tiên', 'thuộc', 'bộ', 'công_thương', 'đạt', 'chuẩn', 'kiểm_định', 'chất_lượng', 'khu_vực', 'aun', 'qa']",đại_học đầu_tiên thuộc bộ công_thương đạt chuẩn kiểm_định chất_lượng khu_vực aun qa,359,IUH students studying in Korea,Hợp tác,iuh students studying in korea,"['iuh', 'student', 'study', 'korea']",iuh student study korea
360,Sinh viên IUH tham dự chung kết Delta Cup - Khơi nguồn sáng tạo trẻ Việt Nam,Tin tức,sinh viên iuh tham dự chung kết delta cup khơi nguồn sáng tạo trẻ việt nam,"['sinh_viên', 'iuh', 'tham_dự', 'chung_kết', 'delta', 'cup', 'khơi', 'nguồn', 'sáng_tạo', 'trẻ', 'việt_nam']",sinh_viên iuh tham_dự chung_kết delta cup khơi nguồn sáng_tạo trẻ việt_nam,360,International students come to study and research at IUH,Hợp tác,international students come to study and research at iuh,"['international', 'student', 'come', 'study', 'research', 'iuh']",international student come study research iuh
361,Đánh giá chất lượng cấp chương trình lần thứ 116 của AUN - QA tại IUH,Tin tức,đánh giá chất lượng cấp chương trình lần thứ của aun qa tại iuh,"['đánh_giá', 'chất_lượng', 'cấp', 'chương_trình', 'lần', 'thứ', 'aun', 'qa', 'iuh']",đánh_giá chất_lượng cấp chương_trình lần thứ aun qa iuh,361,IUH management team visited and worked in Laos,Hợp tác,iuh management team visited and worked in laos,"['iuh', 'management', 'team', 'visit', 'work', 'lao']",iuh management team visit work lao
362,Vinh danh các thí sinh đạt giải tại Kỳ thi tay nghề thế giới lần thứ 44 và Kỳ thi tay nghề quốc gia lần thứ X,Tin tức,vinh danh các thí sinh đạt giải tại kỳ thi tay nghề thế giới lần thứ và kỳ thi tay nghề quốc gia lần thứ x,"['vinh_danh', 'thí_sinh', 'đạt', 'giải', 'kỳ', 'thi', 'tay_nghề', 'thế_giới', 'lần', 'thứ', 'kỳ', 'thi', 'tay_nghề', 'quốc_gia', 'lần', 'thứ']",vinh_danh thí_sinh đạt giải kỳ thi tay_nghề thế_giới lần thứ kỳ thi tay_nghề quốc_gia lần thứ,362,"Workshop ""Environment and sustainable development: Prioritizing cooperation between Vietnam and Wallonia - Brussels""",Hợp tác,workshop environment and sustainable development prioritizing cooperation between vietnam and wallonia brussels,"['workshop', 'environment', 'sustainable', 'development', 'prioritize', 'cooperation', 'vietnam', 'wallonia', 'brussels']",workshop environment sustainable development prioritize cooperation vietnam wallonia brussels
363,"Ngày hội tuyển dụng, việc làm năm 2018",Tin tức,ngày hội tuyển dụng việc làm năm,"['ngày', 'hội', 'tuyển_dụng', 'việc_làm', 'năm']",ngày hội tuyển_dụng việc_làm năm,363,IUH organizes the International Conference ICAFB & ICELT 2019,Hợp tác,iuh organizes the international conference icafb icelt,"['iuh', 'organize', 'international', 'conference', 'icafb', 'icelt']",iuh organize international conference icafb icelt
364,"Hội thảo khoa học quốc tế về ""Gió và kết cấu"" 2018 – WaS 2018",Tin tức,hội thảo khoa học quốc tế về gió và kết cấu was,"['hội_thảo', 'khoa_học', 'quốc_tế', 'gió', 'kết_cấu', 'was']",hội_thảo khoa_học quốc_tế gió kết_cấu was,364,Wonderware (by AVEVA) awarded the Wonderware Educational Consignment software package to IUH,Hợp tác,wonderware by aveva awarded the wonderware educational consignment software package to iuh,"['wonderware', 'aveva', 'award', 'wonderware', 'educational', 'consignment', 'software', 'package', 'iuh']",wonderware aveva award wonderware educational consignment software package iuh
365,"Hội nghị Cán bộ, viên chức trường Đại học Công nghiệp TP. Hồ Chí Minh năm 2018",Tin tức,hội nghị cán bộ viên chức trường đại học công nghiệp tp hồ chí minh năm,"['hội_nghị', 'cán_bộ', 'viên_chức', 'trường', 'đại_học', 'công_nghiệp', 'tp', 'hồ', 'chí_minh', 'năm']",hội_nghị cán_bộ viên_chức trường đại_học công_nghiệp tp hồ chí_minh năm,365,Signing of an academic cooperation agreement between IUH and BCIT,Hợp tác,signing of an academic cooperation agreement between iuh and bcit,"['sign', 'academic', 'cooperation', 'agreement', 'iuh', 'bcit']",sign academic cooperation agreement iuh bcit
366,Trường Đại học 'bắt tay' nhà sáng chế nông dân,Tin tức,trường đại học bắt tay nhà sáng chế nông dân,"['trường', 'đại_học', 'bắt_tay', 'nhà', 'sáng_chế', 'nông_dân']",trường đại_học bắt_tay nhà sáng_chế nông_dân,366,IUH management staff participate in the UK-VN HEP training program,Hợp tác,iuh management staff participate in the uk vn hep training program,"['iuh', 'management', 'staff', 'participate', 'hep', 'training', 'program']",iuh management staff participate hep training program
367,"Họp mặt cán bộ, viên chức hưu trí Xuân Mậu Tuất 2018",Tin tức,họp mặt cán bộ viên chức hưu trí xuân mậu tuất,"['họp_mặt', 'cán_bộ', 'viên_chức', 'hưu_trí', 'xuân', 'mậu', 'tuất']",họp_mặt cán_bộ viên_chức hưu_trí xuân mậu tuất,367,"Develop cooperation with Donghua University and Yilan University, Taiwan",Hợp tác,develop cooperation with donghua university and yilan university taiwan,"['develop', 'cooperation', 'donghua', 'university', 'yilan', 'university', 'taiwan']",develop cooperation donghua university yilan university taiwan
